id,site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,ref_type,ref_type2,ref_title,ref_address,ref_author,ref_journal,doi,ref_institution,ref_institution2,ref_web,ref_year,ref_original
3736,Weddell Island,WEDD,48.2,-44.848,-60.636,adelie penguin,25,2,2011,2010,28507,5,nests,vhr,article,NA,First global census of the Adélie Penguin,NA,"Heather J. Lynch ""Michelle A. LaRue""",The Auk,10.1642/AUK-14-31.1,NA,NA,http://dx.doi.org/10.1642/AUK-14-31.1,2014,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
3737,Weddell Island,WEDD,48.2,-44.848,-60.636,gentoo penguin,20,12,1987,1987,376,1,nests,ground,Book,NA,South Georgia: An ecological atlas,Cambridge United Kingdom,"Philip N. Trathan ""F. H. J. Daunt"" ""E. J. Murphy"" </sub>publisher",NA,NA,British Antarctic Survey,NA,NA,1996,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>editor [1] ""Philip N. Trathan"" ""F. H. J. Daunt""    ""E. J. Murphy""       </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{South Georgia: An ecological atlas}""  </sub>year [1] ""1996""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""trathan1996georgia"" attr( ""dateobj"") [1] ""1996-01-01 CST"""
3738,Weeks Stack,WEEK,48.1,-59.057,-62.234,chinstrap penguin,NA,12,1984,1984,1000,4,nests,ground,Book,NA,Untersuchungen an v&ouml;geln und robben auf King George Island: (South Shetland Islands Antarktis),Berlin Germany,"Hans-Ulrich Peter ""Martin Kaiser"" ""Axel Gebauer"" </sub>publisher",NA,NA,Nationalkomitee f&uuml;r Geod&auml;sie und Geophysik bei der Akad.\ der Wiss.\ der DDR </sub>series,Geod&auml;tische und Geophysikalische Ver&ouml;ffentlichungen: 1,NA,1988,"</sub>address [1] ""Berlin  Germany""  </sub>author [1] ""Hans-Ulrich Peter"" ""Martin Kaiser""     ""Axel Gebauer""       </sub>publisher [1] ""Nationalkomitee f&uuml;r Geod&auml;sie und Geophysik bei der Akad.\ der Wiss.\ der DDR""  </sub>series [1] ""Geod&auml;tische und Geophysikalische Ver&ouml;ffentlichungen: 1""  </sub>title [1] ""{Untersuchungen an v&ouml;geln und robben auf King George Island: (South Shetland Islands  Antarktis)}""  </sub>volume [1] ""14""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""peter1988untersuchungen"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
3739,Weeks Stack,WEEK,48.1,-59.057,-62.234,chinstrap penguin,18,1,1987,1986,300,4,nests,ground,Dataset - Unpublished,NA,Fachlicher bericht ber die teilnahme der DDR-Biologengruppe an der 31. Sowjetischen Antarktisexpedition (SAE) Station Bellingshausen King George Island (S dshetland Inseln/Antarktis),NA,"Rainer M&ouml;nke ""Andreas Bick""",NA,NA,NA,NA,NA,1988,"</sub>author [1] ""Rainer M&ouml;nke"" ""Andreas Bick""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Fachlicher bericht ber die teilnahme der DDR-Biologengruppe an der 31. Sowjetischen Antarktisexpedition (SAE)  Station Bellingshausen  King George Island (S dshetland Inseln/Antarktis)}""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""monke1988fachlicher"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
3740,Weeks Stack,WEEK,48.1,-59.057,-62.234,chinstrap penguin,NA,NA,1991,1991,800,3,nests,ground,article,NA,Distribution numbers and breeding of birds at the northern ice-free areas of nelson island South Shetland Islands Antarctica 1990–1992,NA,"Petr Lumpe ""Karel Weidinger""",Marine Ornithology,NA,NA,NA,http://www.marineornithology.org/content/get.cgi?rn=455,2000,"</sub>author [1] ""Petr Lumpe""      ""Karel Weidinger""  </sub>journal [1] ""Marine Ornithology""  </sub>pages [1] ""41--46""  </sub>title [1] ""{Distribution  numbers and breeding of birds at the northern ice-free areas of nelson island  South Shetland Islands  Antarctica  1990–1992}""  </sub>volume [1] ""28""  </sub>year [1] ""2000""  </sub>`bdsk-url-1` [1] ""http://www.marineornithology.org/content/get.cgi?rn=455""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lumpe2000distribution"" attr( ""dateobj"") [1] ""2000-01-01 CST"""
3741,Weeks Stack,WEEK,48.1,-59.057,-62.234,chinstrap penguin,9,1,2014,2013,2000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
3742,Weeks Stack,WEEK,48.1,-59.057,-62.234,chinstrap penguin,4,1,2017,2016,791,2,nests,uav,article,NA,Using fixed-wing UAV for detecting and mapping the distribution and abundance of penguins on the South Shetlands Islands Antarctica,NA,"Christian Pfeifer ""Andres Barbosa""  ""Osama Mustafa""  ""Hans-Ulrich Peter"" ""Marie-Charlott R&uuml;mmler"" [6] ""Alexander Brenning""",Drones,10.3390/drones3020039,NA,NA,https://doi.org/10.3390/drones3020039,2019,"</sub>author [1] ""Christian Pfeifer""      ""Andr&eacute;s Barbosa""         ""Osama Mustafa""          ""Hans-Ulrich Peter""      ""Marie-Charlott R&uuml;mmler"" [6] ""Alexander Brenning""      </sub>doi [1] ""10.3390/drones3020039""  </sub>journal [1] ""Drones""  </sub>number [1] ""2""  </sub>pages [1] ""39""  </sub>title [1] ""{Using fixed-wing UAV for detecting and mapping the distribution and abundance of penguins on the South Shetlands Islands  Antarctica}""  </sub>volume [1] ""3""  </sub>year [1] ""2019""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.3390/drones3020039""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""pfeifer2019using"" attr( ""dateobj"") [1] ""2019-01-01 CST"""
3743,Weeks Stack,WEEK,48.1,-59.057,-62.234,chinstrap penguin,13,1,2019,2018,385,1,nests,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
3744,Welcome Point,WELC,48.1,-55.429,-61.134,chinstrap penguin,18,1,1971,1970,340,3,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
3745,Welcome Point,WELC,48.1,-55.429,-61.134,chinstrap penguin,12,1,2020,2019,413,1,nests,ground,article,NA,Fifty-year change in penguin abundance on Elephant Island South Shetland Islands Antarctica: Results of the 2019--20 census,NA,"Noah Strycker ""Alex Borowicz"" ""Michael Wethington"" ""Steve Forrest"" ""Vikrant Shah"" ""Yang Liu"" [7] ""Hanumant Singh"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-020-02774-4,NA,NA,http://dx.doi.org/10.1007/s00300-020-02774-4,2020,"</sub>author [1] ""Noah Strycker""      ""Alex Borowicz""      ""Michael Wethington"" ""Steve Forrest""      ""Vikrant Shah""       ""Yang Liu""           [7] ""Hanumant Singh""     ""Heather J. Lynch""    </sub>doi [1] ""10.1007/s00300-020-02774-4""  </sub>journal [1] ""Polar Biology""  </sub>pages [1] ""45--56""  </sub>title [1] ""{Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019--20 census}""  </sub>volume [1] ""44""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-020-02774-4""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020fifty-year"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
3746,Weller Island,WELL,48.1,-65.382,-65.445,adelie penguin,7,1,2013,2012,4,1,nests,ground,article,NA,A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula,NA,"Paula Casanovas ""Ron Naveen"" ""Steve Forrest"" ""J&eacute;r&ocirc;me Poncet"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-015-1651-x,NA,NA,http://dx.doi.org/10.1007/s00300-015-1651-x,2015,"</sub>author [1] ""Paula Casanovas""  ""Ron Naveen""       ""Steve Forrest""    ""J&eacute;r&ocirc;me Poncet""    ""Heather J. Lynch""  </sub>doi [1] ""10.1007/s00300-015-1651-x""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""7""  </sub>pages [1] ""927--940""  </sub>title [1] ""{A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula}""  </sub>volume [1] ""38""  </sub>year [1] ""2015""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-015-1651-x""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""casanovas2015comprehensive"" attr( ""dateobj"") [1] ""2015-01-01 CST"""
3747,Cape Whitson,WHIT,48.2,-44.544,-60.748,chinstrap penguin,8,2,1947,1946,4000,4,adults,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
3748,Cape Whitson,WHIT,48.2,-44.544,-60.748,chinstrap penguin,22,1,2019,2018,10000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
3749,Wideopen Islands,WIDE,48.1,-55.849,-63.004,adelie penguin,NA,NA,1960,1960,100,3,nests,NA,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
3750,Wideopen Islands,WIDE,48.1,-55.849,-63.004,chinstrap penguin,NA,2,1978,1977,NA,NA,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
3751,Wideopen Islands,WIDE,48.1,-55.849,-63.004,chinstrap penguin,20,12,2015,2015,15020,4,nests,offshore vessel,Dataset - Unpublished,NA,Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchunpublished"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
3752,Point Wild,WILD,48.1,-54.861,-61.098,chinstrap penguin,10,12,2006,2006,10000,3,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
3753,Point Wild,WILD,48.1,-54.861,-61.098,chinstrap penguin,17,1,2020,2019,2588,1,nests,uav,article,NA,Fifty-year change in penguin abundance on Elephant Island South Shetland Islands Antarctica: Results of the 2019--20 census,NA,"Noah Strycker ""Alex Borowicz"" ""Michael Wethington"" ""Steve Forrest"" ""Vikrant Shah"" ""Yang Liu"" [7] ""Hanumant Singh"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-020-02774-4,NA,NA,http://dx.doi.org/10.1007/s00300-020-02774-4,2020,"</sub>author [1] ""Noah Strycker""      ""Alex Borowicz""      ""Michael Wethington"" ""Steve Forrest""      ""Vikrant Shah""       ""Yang Liu""           [7] ""Hanumant Singh""     ""Heather J. Lynch""    </sub>doi [1] ""10.1007/s00300-020-02774-4""  </sub>journal [1] ""Polar Biology""  </sub>pages [1] ""45--56""  </sub>title [1] ""{Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019--20 census}""  </sub>volume [1] ""44""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-020-02774-4""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020fifty-year"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
3754,Point Wild,WILD,48.1,-54.861,-61.098,gentoo penguin,6,3,1971,1970,20,5,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
3755,Point Wild,WILD,48.1,-54.861,-61.098,gentoo penguin,17,1,2020,2019,0,1,nests,ground,article,NA,Fifty-year change in penguin abundance on Elephant Island South Shetland Islands Antarctica: Results of the 2019--20 census,NA,"Noah Strycker ""Alex Borowicz"" ""Michael Wethington"" ""Steve Forrest"" ""Vikrant Shah"" ""Yang Liu"" [7] ""Hanumant Singh"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-020-02774-4,NA,NA,http://dx.doi.org/10.1007/s00300-020-02774-4,2020,"</sub>author [1] ""Noah Strycker""      ""Alex Borowicz""      ""Michael Wethington"" ""Steve Forrest""      ""Vikrant Shah""       ""Yang Liu""           [7] ""Hanumant Singh""     ""Heather J. Lynch""    </sub>doi [1] ""10.1007/s00300-020-02774-4""  </sub>journal [1] ""Polar Biology""  </sub>pages [1] ""45--56""  </sub>title [1] ""{Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019--20 census}""  </sub>volume [1] ""44""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-020-02774-4""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020fifty-year"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
3756,Point Wild,WILD,48.1,-54.861,-61.098,macaroni penguin,18,2,2003,2002,2,1,adults,ground,Dataset - Unpublished,NA,Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset,NA,Heather J. Lynch,NA,NA,NA,NA,NA,2022,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
3757,Point Wild,WILD,48.1,-54.861,-61.098,macaroni penguin,17,1,2020,2019,2,1,nests,ground,article,NA,Fifty-year change in penguin abundance on Elephant Island South Shetland Islands Antarctica: Results of the 2019--20 census,NA,"Noah Strycker ""Alex Borowicz"" ""Michael Wethington"" ""Steve Forrest"" ""Vikrant Shah"" ""Yang Liu"" [7] ""Hanumant Singh"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-020-02774-4,NA,NA,http://dx.doi.org/10.1007/s00300-020-02774-4,2020,"</sub>author [1] ""Noah Strycker""      ""Alex Borowicz""      ""Michael Wethington"" ""Steve Forrest""      ""Vikrant Shah""       ""Yang Liu""           [7] ""Hanumant Singh""     ""Heather J. Lynch""    </sub>doi [1] ""10.1007/s00300-020-02774-4""  </sub>journal [1] ""Polar Biology""  </sub>pages [1] ""45--56""  </sub>title [1] ""{Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019--20 census}""  </sub>volume [1] ""44""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-020-02774-4""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020fifty-year"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
3758,Winkle Island (two islets next to Winkle Island),WINK,48.1,-65.686,-65.52,adelie penguin,1,2,1983,1982,52,1,chicks,ground,article,NA,Censuses of penguin populations of the Antarctic Peninsula 1983-1987,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1987,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
3759,Winkle Island (two islets next to Winkle Island),WINK,48.1,-65.686,-65.52,adelie penguin,7,1,2013,2012,32,1,nests,ground,article,NA,A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula,NA,"Paula Casanovas ""Ron Naveen"" ""Steve Forrest"" ""J&eacute;r&ocirc;me Poncet"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-015-1651-x,NA,NA,http://dx.doi.org/10.1007/s00300-015-1651-x,2015,"</sub>author [1] ""Paula Casanovas""  ""Ron Naveen""       ""Steve Forrest""    ""J&eacute;r&ocirc;me Poncet""    ""Heather J. Lynch""  </sub>doi [1] ""10.1007/s00300-015-1651-x""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""7""  </sub>pages [1] ""927--940""  </sub>title [1] ""{A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula}""  </sub>volume [1] ""38""  </sub>year [1] ""2015""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-015-1651-x""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""casanovas2015comprehensive"" attr( ""dateobj"") [1] ""2015-01-01 CST"""
3760,Winkle Island (two islets next to Winkle Island),WINK,48.1,-65.686,-65.52,chinstrap penguin,NA,NA,1983,1983,0,1,nests,ground,article,NA,Censuses of penguin populations of the Antarctic Peninsula 1983-1987,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1987,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
3761,Winkle Island (two islets next to Winkle Island),WINK,48.1,-65.686,-65.52,chinstrap penguin,7,1,2013,2012,1,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
3762,Window Island,WINW,48.1,-61.124,-62.568,chinstrap penguin,3,2,1987,1986,75,3,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
3763,Withem Island,WITH,48.1,-59.138,-62.235,chinstrap penguin,NA,NA,1979,1979,20000,5,adults,NA,article,NA,Zoologische untersuchungen im gebiet der sowjetischen Antarktisstation.Bellingshause,NA,"Rudolf Bannasch ""R. Odening""",Geod&auml;tische und Geophysikalische Ver&ouml;ffentlichungen,NA,NA,NA,NA,1981,"</sub>author [1] ""Rudolf Bannasch"" ""R. Odening""       </sub>journal [1] ""Geod&auml;tische und Geophysikalische Ver&ouml;ffentlichungen""  </sub>number [1] ""1""  </sub>pages [1] ""3--20""  </sub>title [1] ""{Zoologische untersuchungen im gebiet der sowjetischen Antarktisstation.""Bellingshause.""}""  </sub>volume [1] ""8""  </sub>year [1] ""1981""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""bannasch1981zoologische"" attr( ""dateobj"") [1] ""1981-01-01 CST"""
